Date,Time,Ticker,Price,Change_Pct,Volume
2026-06-20,17:40:43,AMZN,244.39,-3.56,0
2026-06-20,19:12:59,MSFT,379.4,-3.56,0
2026-06-20,19:12:59,GOOGL,368.03,-3.56,0
2026-06-20,19:12:59,NVDA,210.69,-3.56,0
2026-06-20,19:12:59,META,577.22,-3.56,0
2026-06-20,19:12:59,AAPL,298.01,-3.56,0
2026-06-20,19:12:59,AMD,537.37,-3.56,0
2026-06-20,19:12:59,TSM,462.12,-3.56,0
2026-06-20,19:12:59,AMZN,244.39,-3.56,0
2026-06-20,21:23:55,MSFT,379.4,-3.56,0
2026-06-20,21:23:55,GOOGL,368.03,-3.56,0
2026-06-20,21:23:55,NVDA,210.69,-3.56,0
2026-06-20,21:23:55,META,577.22,-3.56,0
2026-06-20,21:23:55,AAPL,298.01,-3.56,0
2026-06-20,21:23:55,AMD,537.37,-3.56,0
2026-06-20,21:23:55,TSM,462.12,-3.56,0
2026-06-20,21:23:55,AMZN,244.39,-3.56,0
2026-06-20,22:55:16,MSFT,379.4,-3.56,0
2026-06-20,22:55:16,GOOGL,368.03,-3.56,0
2026-06-20,22:55:16,NVDA,210.69,-3.56,0
2026-06-20,22:55:16,META,577.22,-3.56,0
2026-06-20,22:55:16,AAPL,298.01,-3.56,0
2026-06-20,22:55:16,AMD,537.37,-3.56,0
2026-06-20,22:55:16,TSM,462.12,-3.56,0
2026-06-20,22:55:16,AMZN,244.39,-3.56,0
2026-06-21,15:25:18,MSFT,379.4,-3.56,0
2026-06-21,15:25:18,GOOGL,368.03,-3.56,0
2026-06-21,15:25:18,NVDA,210.69,-3.56,0
2026-06-21,15:25:18,META,577.22,-3.56,0
2026-06-21,15:25:18,AAPL,298.01,-3.56,0
2026-06-21,15:25:18,AMD,537.37,-3.56,0
2026-06-21,15:25:18,TSM,462.12,-3.56,0
2026-06-21,15:25:18,AMZN,244.39,-3.56,0
2026-06-21,17:45:06,MSFT,379.4,-3.56,0
2026-06-21,17:45:06,GOOGL,368.03,-3.56,0
2026-06-21,17:45:06,NVDA,210.69,-3.56,0
2026-06-21,17:45:06,META,577.22,-3.56,0
2026-06-21,17:45:06,AAPL,298.01,-3.56,0
2026-06-21,17:45:06,AMD,537.37,-3.56,0
2026-06-21,17:45:06,TSM,462.12,-3.56,0
2026-06-21,17:45:06,AMZN,244.39,-3.56,0
2026-06-21,19:18:59,MSFT,379.4,-3.56,0
2026-06-21,19:18:59,GOOGL,368.03,-3.56,0
2026-06-21,19:18:59,NVDA,210.69,0.14,0
2026-06-21,19:18:59,META,577.22,-3.56,0
2026-06-21,19:18:59,AAPL,298.01,-3.56,0
2026-06-21,19:18:59,AMD,537.37,-3.56,0
2026-06-21,19:18:59,TSM,462.12,-3.56,0
2026-06-21,19:18:59,AMZN,244.39,-3.56,0
2026-06-21,21:21:22,MSFT,379.4,-3.56,0
2026-06-21,21:21:22,GOOGL,368.03,-3.56,0
2026-06-21,21:21:22,NVDA,210.69,-3.56,0
2026-06-21,21:21:22,META,577.22,-3.56,0
2026-06-21,21:21:22,AAPL,298.01,-3.56,0
2026-06-21,21:21:22,AMD,537.37,-3.56,0
2026-06-21,21:21:22,TSM,462.12,-3.56,0
2026-06-21,21:21:22,AMZN,244.39,-3.56,0
2026-06-21,22:56:26,MSFT,379.4,-3.56,0
2026-06-21,22:56:26,GOOGL,368.03,-3.56,0
2026-06-21,22:56:26,NVDA,210.69,-3.56,0
2026-06-21,22:56:26,META,577.22,-3.56,0
2026-06-21,22:56:26,AAPL,298.01,-3.56,0
2026-06-21,22:56:26,AMD,537.37,-3.56,0
2026-06-21,22:56:26,TSM,462.12,-3.56,0
2026-06-21,22:56:26,AMZN,244.39,-3.56,0
2026-06-22,18:03:32,MSFT,369.92,2.73,0
2026-06-22,18:03:32,GOOGL,347.5,2.73,0
2026-06-22,18:03:32,NVDA,208.6,2.73,0
2026-06-22,18:03:32,META,564.4,2.73,0
2026-06-22,18:03:32,AAPL,298.9,2.75,0
2026-06-22,18:03:32,AMD,545.1,2.75,0
2026-06-22,18:03:32,TSM,466.79,2.75,0
2026-06-22,18:03:32,AMZN,234.0,2.75,0
2026-06-22,19:36:23,MSFT,369.9,1.81,0
2026-06-22,19:36:23,GOOGL,349.6,1.81,0
2026-06-22,19:36:23,NVDA,207.82,1.81,0
2026-06-22,19:36:23,META,564.58,1.81,0
2026-06-22,19:36:23,AAPL,297.37,1.81,0
2026-06-22,19:36:23,AMD,545.67,1.81,0
2026-06-22,19:36:23,TSM,466.19,1.87,0
2026-06-22,19:36:23,AMZN,233.31,1.87,0
2026-06-22,20:36:12,MSFT,367.34,0.56,0
2026-06-22,20:36:12,GOOGL,349.56,0.56,0
2026-06-22,20:36:12,NVDA,208.65,0.56,0
2026-06-22,20:36:12,META,563.85,0.56,0
2026-06-22,20:36:12,AAPL,297.01,0.56,0
2026-06-22,20:36:12,AMD,551.63,0.56,0
2026-06-22,20:36:12,TSM,467.67,0.56,0
2026-06-22,20:36:12,AMZN,232.79,0.56,0
2026-06-22,22:09:08,MSFT,367.34,0.56,0
2026-06-22,22:09:08,GOOGL,349.56,0.56,0
2026-06-22,22:09:08,NVDA,208.65,0.56,0
2026-06-22,22:09:08,META,563.85,0.56,0
2026-06-22,22:09:08,AAPL,297.01,0.56,0
2026-06-22,22:09:08,AMD,551.63,0.56,0
2026-06-22,22:09:08,TSM,467.67,0.56,0
2026-06-22,22:09:08,AMZN,232.79,0.56,0
2026-06-22,23:09:35,MSFT,367.34,0.56,0
2026-06-22,23:09:35,GOOGL,349.56,0.29,0
2026-06-22,23:09:35,NVDA,208.65,0.56,0
2026-06-22,23:09:35,META,563.85,0.56,0
2026-06-22,23:09:35,AAPL,297.01,0.56,0
2026-06-22,23:09:35,AMD,551.63,0.56,0
2026-06-22,23:09:35,TSM,467.67,0.56,0
2026-06-22,23:09:35,AMZN,232.79,0.56,0
2026-06-23,16:08:55,MSFT,372.7,5.19,0
2026-06-23,16:08:55,GOOGL,345.52,5.19,0
2026-06-23,16:08:55,NVDA,202.22,5.19,0
2026-06-23,16:08:55,META,563.52,5.19,0
2026-06-23,16:08:55,AAPL,298.46,5.19,0
2026-06-23,16:08:55,AMD,525.55,5.19,0
2026-06-23,16:08:55,TSM,442.69,5.19,0
2026-06-23,16:08:55,AMZN,234.61,5.38,0
2026-06-23,18:05:27,MSFT,373.87,4.5,0
2026-06-23,18:05:27,GOOGL,346.72,4.5,0
2026-06-23,18:05:27,NVDA,201.72,4.5,0
2026-06-23,18:05:27,META,564.09,4.67,0
2026-06-23,18:05:27,AAPL,298.96,4.64,0
2026-06-23,18:05:27,AMD,520.28,4.67,0
2026-06-23,18:05:27,TSM,440.83,4.67,0
2026-06-23,18:05:27,AMZN,235.32,4.66,0
2026-06-23,19:52:09,MSFT,374.38,0.093,0
2026-06-23,19:52:09,GOOGL,347.8,0.093,0
2026-06-23,19:52:09,NVDA,200.97,0.093,0
2026-06-23,19:52:09,META,562.98,0.093,0
2026-06-23,19:52:09,AAPL,296.11,0.093,0
2026-06-23,19:52:09,AMD,518.53,0.093,0
2026-06-23,19:52:09,TSM,437.47,0.093,0
2026-06-23,19:52:09,AMZN,235.27,0.093,0
2026-06-23,21:46:39,MSFT,373.94,0.37,0
2026-06-23,21:46:39,GOOGL,346.13,0.37,0
2026-06-23,21:46:39,NVDA,200.0,0.37,0
2026-06-23,21:46:39,META,562.2,0.37,0
2026-06-23,21:46:39,AAPL,294.3,0.37,0
2026-06-23,21:46:39,AMD,519.85,0.37,0
2026-06-23,21:46:39,TSM,436.39,0.37,0
2026-06-23,21:46:39,AMZN,234.11,0.37,0
2026-06-23,22:56:15,MSFT,373.94,0.37,0
2026-06-23,22:56:15,GOOGL,346.09,0.37,0
2026-06-23,22:56:15,NVDA,200.0,0.37,0
2026-06-23,22:56:15,META,562.2,0.37,0
2026-06-23,22:56:15,AAPL,294.3,0.37,0
2026-06-23,22:56:15,AMD,519.85,0.37,0
2026-06-23,22:56:15,TSM,436.39,0.37,0
2026-06-23,22:56:15,AMZN,234.11,0.37,0
2026-06-24,15:41:44,MSFT,373.63,2.44,0
2026-06-24,15:41:44,GOOGL,350.5,2.44,0
2026-06-24,15:41:44,NVDA,200.72,2.44,0
2026-06-24,15:41:44,META,563.9,2.44,0
2026-06-24,15:41:44,AAPL,298.67,2.44,0
2026-06-24,15:41:44,AMD,518.46,2.44,0
2026-06-24,15:41:44,TSM,441.31,2.33,0
2026-06-24,15:41:44,AMZN,241.05,2.33,0
2026-06-24,18:01:58,MSFT,371.21,6.97,0
2026-06-24,18:01:58,GOOGL,349.43,6.91,0
2026-06-24,18:01:58,NVDA,197.8,6.91,0
2026-06-24,18:01:58,META,557.68,6.91,0
2026-06-24,18:01:58,AAPL,296.38,6.91,0
2026-06-24,18:01:58,AMD,510.58,6.91,0
2026-06-24,18:01:58,TSM,437.16,6.91,0
2026-06-24,18:01:58,AMZN,238.57,6.91,0
2026-06-24,19:28:05,MSFT,368.81,7.03,0
2026-06-24,19:28:05,GOOGL,344.79,7.03,0
2026-06-24,19:28:05,NVDA,197.73,7.03,0
2026-06-24,19:28:05,META,558.57,7.03,0
2026-06-24,19:28:05,AAPL,295.03,7.03,0
2026-06-24,19:28:05,AMD,510.13,7.03,0
2026-06-24,19:28:05,TSM,436.71,7.03,0
2026-06-24,19:28:05,AMZN,236.03,7.03,0
2026-06-24,21:28:02,MSFT,365.46,8.02,0
2026-06-24,21:28:02,GOOGL,345.28,8.02,0
2026-06-24,21:28:02,NVDA,199.0,8.02,0
2026-06-24,21:28:02,META,557.8,8.02,0
2026-06-24,21:28:02,AAPL,293.17,8.02,0
2026-06-24,21:28:02,AMD,519.05,8.02,0
2026-06-24,21:28:02,TSM,440.83,8.02,0
2026-06-24,21:28:02,AMZN,234.37,8.02,0
2026-06-24,22:57:26,MSFT,365.46,8.02,0
2026-06-24,22:57:26,GOOGL,345.29,8.02,0
2026-06-24,22:57:26,NVDA,199.0,8.02,0
2026-06-24,22:57:26,META,557.67,8.02,0
2026-06-24,22:57:26,AAPL,293.17,8.02,0
2026-06-24,22:57:26,AMD,519.05,8.02,0
2026-06-24,22:57:26,TSM,440.83,8.02,0
2026-06-24,22:57:26,AMZN,234.37,8.02,0
2026-06-25,16:01:02,MSFT,355.43,0.83,0
2026-06-25,16:01:02,GOOGL,341.39,0.83,0
2026-06-25,16:01:02,NVDA,195.79,0.86,0
2026-06-25,16:01:02,META,549.48,0.89,0
2026-06-25,16:01:02,AAPL,278.05,0.95,0
2026-06-25,16:01:02,AMD,519.65,0.95,0
2026-06-25,16:01:02,TSM,440.42,0.95,0
2026-06-25,16:01:02,AMZN,229.88,0.95,0
2026-06-25,18:19:05,MSFT,353.86,-0.37,0
2026-06-25,18:19:05,GOOGL,342.39,0.33,0
2026-06-25,18:19:05,NVDA,194.65,-0.37,0
2026-06-25,18:19:05,META,546.74,-0.37,0
2026-06-25,18:19:05,AAPL,279.62,-0.37,0
2026-06-25,18:19:05,AMD,527.5,-0.37,0
2026-06-25,18:19:05,TSM,441.67,-0.37,0
2026-06-25,18:19:05,AMZN,229.22,-0.37,0
2026-06-25,19:48:04,MSFT,353.48,0.46,0
2026-06-25,19:48:04,GOOGL,341.82,0.46,0
2026-06-25,19:48:04,NVDA,194.67,0.46,0
2026-06-25,19:48:04,META,544.6,0.46,0
2026-06-25,19:48:04,AAPL,275.06,0.46,0
2026-06-25,19:48:04,AMD,526.04,0.46,0
2026-06-25,19:48:04,TSM,435.13,0.46,0
2026-06-25,19:48:04,AMZN,226.88,0.46,0
2026-06-25,21:48:55,MSFT,352.83,0.77,0
2026-06-25,21:48:55,GOOGL,343.71,0.77,0
2026-06-25,21:48:55,NVDA,195.74,0.77,0
2026-06-25,21:48:55,META,542.87,0.77,0
2026-06-25,21:48:55,AAPL,275.15,0.77,0
2026-06-25,21:48:55,AMD,532.57,0.77,0
2026-06-25,21:48:55,TSM,434.99,0.77,0
2026-06-25,21:48:55,AMZN,227.01,0.77,0
2026-06-25,23:05:04,MSFT,352.83,0.77,0
2026-06-25,23:05:04,GOOGL,343.71,0.77,0
2026-06-25,23:05:04,NVDA,195.74,0.77,0
2026-06-25,23:05:04,META,542.87,0.77,0
2026-06-25,23:05:04,AAPL,275.15,0.77,0
2026-06-25,23:05:04,AMD,532.57,0.77,0
2026-06-25,23:05:04,TSM,434.99,0.77,0
2026-06-25,23:05:04,AMZN,227.01,0.77,0
2026-06-26,15:38:43,MSFT,370.62,-7.33,0
2026-06-26,15:38:43,GOOGL,343.1,-7.2,0
2026-06-26,15:38:43,NVDA,195.02,-7.2,0
2026-06-26,15:38:43,META,555.77,-7.2,0
2026-06-26,15:38:43,AAPL,278.3,-7.2,0
2026-06-26,15:38:43,AMD,516.82,-7.2,0
2026-06-26,15:38:43,TSM,429.47,-7.2,0
2026-06-26,15:38:43,AMZN,232.2,-7.2,0
2026-06-26,17:56:49,MSFT,370.43,0.6,0
2026-06-26,17:56:49,GOOGL,341.7,0.6,0
2026-06-26,17:56:49,NVDA,194.45,0.6,0
2026-06-26,17:56:49,META,555.22,0.6,0
2026-06-26,17:56:49,AAPL,278.83,0.6,0
2026-06-26,17:56:49,AMD,519.51,0.6,0
2026-06-26,17:56:49,TSM,433.79,0.6,0
2026-06-26,17:56:49,AMZN,230.56,0.63,0
2026-06-26,19:29:45,MSFT,369.93,1.01,0
2026-06-26,19:29:45,GOOGL,341.83,1.01,0
2026-06-26,19:29:45,NVDA,193.95,1.01,0
2026-06-26,19:29:45,META,550.21,1.01,0
2026-06-26,19:29:45,AAPL,280.39,1.01,0
2026-06-26,19:29:45,AMD,518.72,1.01,0
2026-06-26,19:29:45,TSM,431.36,1.0,0
2026-06-26,19:29:45,AMZN,228.2,1.0,0
2026-06-26,21:23:59,MSFT,372.97,3.14,0
2026-06-26,21:23:59,GOOGL,337.39,3.14,0
2026-06-26,21:23:59,NVDA,192.53,3.14,0
2026-06-26,21:23:59,META,550.25,3.14,0
2026-06-26,21:23:59,AAPL,283.78,3.14,0
2026-06-26,21:23:59,AMD,521.58,3.14,0
2026-06-26,21:23:59,TSM,432.35,3.14,0
2026-06-26,21:23:59,AMZN,232.69,3.14,0
2026-06-26,22:57:18,MSFT,372.97,3.14,0
2026-06-26,22:57:18,GOOGL,337.39,3.14,0
2026-06-26,22:57:18,NVDA,192.53,3.14,0
2026-06-26,22:57:18,META,550.25,3.14,0
2026-06-26,22:57:18,AAPL,283.78,3.14,0
2026-06-26,22:57:18,AMD,521.58,3.14,0
2026-06-26,22:57:18,TSM,432.35,3.14,0
2026-06-26,22:57:18,AMZN,232.69,3.14,0
2026-06-27,15:00:57,MSFT,372.97,3.14,0
2026-06-27,15:00:57,GOOGL,337.39,3.14,0
2026-06-27,15:00:57,NVDA,192.53,3.14,0
2026-06-27,15:00:57,META,550.25,3.14,0
2026-06-27,15:00:57,AAPL,283.78,3.14,0
2026-06-27,15:00:57,AMD,521.58,-0.086,0
2026-06-27,15:00:57,TSM,432.35,3.14,0
2026-06-27,15:00:57,AMZN,232.69,3.14,0
2026-06-27,17:18:13,MSFT,372.97,-0.086,0
2026-06-27,17:18:13,GOOGL,337.39,3.14,0
2026-06-27,17:18:13,NVDA,192.53,3.14,0
2026-06-27,17:18:13,META,550.25,3.14,0
2026-06-27,17:18:13,AAPL,283.78,3.14,0
2026-06-27,17:18:13,AMD,521.58,3.14,0
2026-06-27,17:18:13,TSM,432.35,3.14,0
2026-06-27,17:18:13,AMZN,232.69,-0.086,0
2026-06-27,19:06:40,MSFT,372.97,3.14,0
2026-06-27,19:06:40,GOOGL,337.39,3.14,0
2026-06-27,19:06:40,NVDA,192.53,3.14,0
2026-06-27,19:06:40,META,550.25,3.14,0
2026-06-27,19:06:40,AAPL,283.78,3.14,0
2026-06-27,19:06:40,AMD,521.58,3.14,0
2026-06-27,19:06:40,TSM,432.35,3.14,0
2026-06-27,19:06:40,AMZN,232.69,3.14,0
2026-06-27,21:11:41,MSFT,372.97,3.14,0
2026-06-27,21:11:41,GOOGL,337.39,3.14,0
2026-06-27,21:11:41,NVDA,192.53,3.14,0
2026-06-27,21:11:41,META,550.25,3.14,0
2026-06-27,21:11:41,AAPL,283.78,3.14,0
2026-06-27,21:11:41,AMD,521.58,3.14,0
2026-06-27,21:11:41,TSM,432.35,3.14,0
2026-06-27,21:11:41,AMZN,232.69,3.14,0
2026-06-27,22:48:43,MSFT,372.97,3.14,0
2026-06-27,22:48:43,GOOGL,337.39,3.14,0
2026-06-27,22:48:43,NVDA,192.53,3.14,0
2026-06-27,22:48:43,META,550.25,3.14,0
2026-06-27,22:48:43,AAPL,283.78,3.14,0
2026-06-27,22:48:43,AMD,521.58,3.14,0
2026-06-27,22:48:43,TSM,432.35,3.14,0
2026-06-27,22:48:43,AMZN,232.69,3.14,0
2026-06-28,15:02:45,MSFT,372.97,3.14,0
2026-06-28,15:02:45,GOOGL,337.39,3.14,0
2026-06-28,15:02:45,NVDA,192.53,3.14,0
2026-06-28,15:02:45,META,550.25,3.14,0
2026-06-28,15:02:45,AAPL,283.78,3.14,0
2026-06-28,15:02:45,AMD,521.58,3.14,0
2026-06-28,15:02:45,TSM,432.35,3.14,0
2026-06-28,15:02:45,AMZN,232.69,3.14,0
2026-06-28,17:20:24,MSFT,372.97,3.14,0
2026-06-28,17:20:24,GOOGL,337.39,3.14,0
2026-06-28,17:20:24,NVDA,192.53,3.14,0
2026-06-28,17:20:24,META,550.25,3.14,0
2026-06-28,17:20:24,AAPL,283.78,3.14,0
2026-06-28,17:20:24,AMD,521.58,3.14,0
2026-06-28,17:20:24,TSM,432.35,3.14,0
2026-06-28,17:20:24,AMZN,232.69,3.14,0
2026-06-28,19:05:42,MSFT,372.97,3.14,0
2026-06-28,19:05:42,GOOGL,337.39,3.14,0
2026-06-28,19:05:42,NVDA,192.53,3.14,0
2026-06-28,19:05:42,META,550.25,3.14,0
2026-06-28,19:05:42,AAPL,283.78,3.14,0
2026-06-28,19:05:42,AMD,521.58,3.14,0
2026-06-28,19:05:42,TSM,432.35,3.14,0
2026-06-28,19:05:42,AMZN,232.69,3.14,0
2026-06-28,21:10:04,MSFT,372.97,3.14,0
2026-06-28,21:10:04,GOOGL,337.39,3.14,0
2026-06-28,21:10:04,NVDA,192.53,3.14,0
2026-06-28,21:10:04,META,550.25,3.14,0
2026-06-28,21:10:04,AAPL,283.78,3.14,0
2026-06-28,21:10:04,AMD,521.58,3.14,0
2026-06-28,21:10:04,TSM,432.35,3.14,0
2026-06-28,21:10:04,AMZN,232.69,3.14,0
2026-06-28,22:49:19,MSFT,372.97,3.14,0
2026-06-28,22:49:19,GOOGL,337.39,3.14,0
2026-06-28,22:49:19,NVDA,192.53,3.14,0
2026-06-28,22:49:19,META,550.25,3.14,0
2026-06-28,22:49:19,AAPL,283.78,3.14,0
2026-06-28,22:49:19,AMD,521.58,3.14,0
2026-06-28,22:49:19,TSM,432.35,3.14,0
2026-06-28,22:49:19,AMZN,232.69,3.14,0
2026-06-29,16:45:23,MSFT,367.54,6.56,0
2026-06-29,16:45:23,GOOGL,350.93,6.6,0
2026-06-29,16:45:23,NVDA,193.09,6.6,0
